Codigo;descricao
91103515;Serviço de Injeção da Polia motor poly V
91103199;Serviço de injeção p/ Suporte batedor completo Lav. Lavamatic Super 
51521895;"Té de Latão Rosca 1/2"""
51521896;"Joelho Bronze 3/4"" x 90º"
51521897;Joelho PVC Esgoto 40 mm x 90º
51521898;"Té Latão 3/4"" Rosca"
51521899;Joelho PVC Esgoto 50 mm x 90º
51521900;Tubo PVC Esgoto 50 mm
51521901;"Registro de Gaveta 3/4"" com Acabamento"
51521902;Cimento Branco
51521875;Cabo de Cobre NÚ 16 mm
51521874;Disjuntor Bipolar weg de 16A
51521873;Perfil Simples 92 x 4 # 2,00
51521913;Massa Para Vidro
51521642;Terminal Ilhos 6,00mm
51521643;Ponte Conectora Conexel SAK 2,5N Q2 02 Polos 20A
5152164;Conector de Passagem Conexel SAK 2,5 EN
51521647;Conector de Passagem Conexel SAK 4,0 EN
4828149;Arame
4806323;Barra direita
4806324;Barra frontal
4806325;Trava da porta
4806326;Tela de alumínio Coifa Opala
4806327;Eixo da porta
4806328;Porta em aço
4806329;Suporte da placa de fixação
4806330;Caixa p/ Coifa Quartzo
4806331;Manual p/ Coifa Quartzo
4806332;Caixa p/ Coifa Opala
51521648;Conector de Passagem Conexel SAK 6,0 EN
51521649;Conector de Passagem Conexel SAK 10,0 EN
51521650;Conector de Passagem Conexel SAK 16,0 EN
51521651;Conector de Passagem Conexel SAK 25 EN
51521652;Conector de Passagem Conexel Terra EK/4
51521653;Conector de Passagem Conexel Terra EK10/35
51521654;Abracadeira de Nylon  T-18-L (200 mm)
51521655;Abracadeira de Nylon T-50-RL (110 mm)
51521656;Abracadeira de Nylon T-250-R (535 mm)
51521689;Elemento Lógico de Pressão
51521690;Tampa do Elemento Lógico de Pressão
51521691;Elemento Lógico Vazão ULX-Q316S-10-CLF08-10
51521692;Tampa do Elemento Lógico de Vazão TLX080-16S-10
51521744;Anilha SAE 60C-4 1/4xxx
51521850;Construção Ponteira Para Rosca Ø xxx
51521851;ANEL DE BLOQUEIO PARA ROSCA  Ø  95mm
51521852;ANEL DE ENCOSTO PARA ROSCA  Ø  95mm
51521854;PORTA BICO PARA CILINDRO Ø  95mm
4806333;Manual p/ Coifa Opala
1544004;Caixa Master p/ Liquidificadores Liqmix
1544005;Caixa Master p/ Liquidificadores Liqplus
51521780;Espelho Cristal 04 mm
51521784;"Té Galvanizado 1.1/4"""
51521785;"Tubo Aluminio Antcorrosivo D. 1 1/2"" x 1/16"""
51521781;Junção Reta LP1 F.17 L = 100 STIF D.40 mm
51521786;"Flexivel Antiestático D. 1 5/8"" (40mm)"
51521903;"Bucha de Redução bronze 3/4"" x 1/2"""
4841142;Colher dosadora p/ CF20IX
51521919;Contador de Pulso Digital 06 Digitos 48 x 48
51521920;Gaxeta B Molythane 25002500-375 B
51521921;Anel Oring 9-022 N1470 132,00 x 4,00 An
4844063;Caixa p/ Liquidificador Liq.Mix 127V
51521745;Valvula Direcional Piloto Rudick
51521746;Valvula Proporcional de Vazão VME1-F-024C
51521747;Valvula Direcinal Pilotada Contra Pressão
51521748;Perfil Simples 45 x 17 # 14
51521749;Perfil Enrigecido 75 x 40 # 13
51521750;Perfil Simples 92 x 75 # 13
51521761;Aelice de Ventilador Estampada 350 KW
51521762;Sensor de Chama Porcelana + Ferro Especial
51521763;Eletrodo de Ingnição Queimador
51521764;Kit Motor Hidráulico Exact Power
4806334;Vidro Opcional p/2 coifas  (ñ acompanha o produto)
51521790;Rolamento 99015 F (rolete tipo agulha ) Luna
51522048;Conexão Rápida Macho 4 x 1/4
51522146;Chave Canhão 11 mm  Código 027.090 Ref. 33-11
51522389;Reator Lâmpada Fluorescente 127 Volts 1 x 18 Watts
51522390;Reator Lâmpada Fluorescente 127 Volts 1 x 36 Wats
51522391;Lâmpada Dulux 36W / 840
51522392;Lâmpada TLD 18 Watts 830 NO PHILIPS
51522393;Nobreak 1.400 VA 220/127 Vac Saída 127 Vac
51522599;Anel PTFE DP-095-BE ESP.
51522600;Anel Oring 2-244 N0674-70
51522601;Terminal Prensado Macho Fixo NPT 10148-12-12-SA
PV6282CXPR;Passad Prof a Vapor 220V Suggar CX C/2
PV6281CXPR;Passad Prof a Vapor 127V Suggar CX C/2
51522660;Potência Linear 500
51522661;Potência Linear 600
51522662;Potência Linear 450
0613010;Tinta 27A1 verde 1532 atóxica Pant. 3278C fundo BR
51522149;Retentor Sabo 00506 BR 25,00x 43,25x 10,00x
51522150;Retentor R2 NBR 20,00x 35,00x 7,00x
51522151;Retentor BA RB 0059N
1104141;Gabarito da trava do forno
51522573;Plug 20 A. 250 V. 2P + Terra Ref. 1241110 (Pial)
51522574;"Ferro T 13 - 2"" x 3/16"
51522564;Ferro Redondo Ø 1/2 Inox Laminado (06 Metros)
1003112;*Etiqueta Procel Lav. Lavamatic 10Kg
1003113;Etiqueta Inmetro Lav. Lavamatic 10kg 127V 
51522563;Lamina Flexivel de 190 mm (Oscar Flues)
51522577;Tampão dispositivo vedação (estamqueidade)
51522576;Tampomax 21252 (Oscar Flues)
51522575;Tampomax 12126 (Oscar Flues)
1103558;Embalagem e impressos Lavamatic 10Kg/12Kg
1103559;Tampa movel Transp. Lav. ALELUIA 4.0
1103560;Tampa movel transp. Lav. ALELUIA 4.0 tampografada
51522041;Concreto FCK 25 MPA
91103427;Serviço de injeção  para Tampa movel Lav. ALELUIA 6.7
4834096;Trempe p/ queimador tripla chama
4834097;Anel de vedação para queimador tripla chama
4834098;Tampa de vidro fogão 5Q
4834099;Ramal dos queimadores frontais 5B VP
4834100;Ramal dos queimadores traseiro 5B VP
4834101;Ramal do Queimador Tripla Chama 5B VP
4834102;Monobloco fogão 5Q Vidro
4834103;Suporte do queimador tripla chama
4834104;Tubo de alimetação fogão 5Q VP Tripla chama
5050192;Oculos seg. Lente Escura CA.10346
5050193;Protetor Respiratorio (recuperado)
51522337;Joelho Giratório c/ Anel O'ring EW10LCF
51522339;Joelho Macho Aço WE04LL1/8NPTCF
51522491;Ponta Montada B47
51522492;Ponta Montada B53 - 06 x 16 mm
4809082;Caixa p/ Adega AD1522IX
4809083;Caixa p/ Adega AD2711IX
4809084;Caixa p/ Adega AD2722IX
4809085;Manual p/ Adega AD1511/22IX-AD2711/22IX - AD1811/12PT
0204012;Parafuso cab.pan/ph M-4 x 6,0 Galv.pt
51522290;Bateria Duracell MN1500 Pequena
51522291;Fusível Cartucho 14x51 50A Ultra-rápido
51522292;Elemento Filtro óleo EH-1898 Cód.Mueller 0100032
51522293;Elemento Filtrante FRT-0500-010FV
51522297;Anel Oring 2-251 N0552-90
91901023;Serviço para Gabarito fixacao Dep. Vega/Antares Exp.( Espanhol)
51522307;Ventilador 3P BR C/Cont. 127V C/Globo Arge
51522308;Sensor RALL Código 54716683
51522311;União Femea SAE 1/4xxx 207P-4
51522312;Mangueira Montada Alta pressão HF ..24
51522313;Mangueira Montada HF301SNM34C9M34C9252512
51522049;Valvula Proporcional Limitadora de Pressão Rexroth
4844076;Painel de comando  novo Liqmax BR
4844077;Painel de comando  novo Liqmax PT
4844078;Manipulo BR p/ Nov. Liqmax
4844079;Manipulo prata p/ Nov. Liqmax
4844080;Placa de comando novo Liqmax
4844081;Base  superior  do novo  liqmax BR
4844082;Base  superior  do novo  liqmax PT
4844083;Motor 127V novo LiqMax LQ3211BR-PT
4844084;Motor 220V novo LiqMax LQ3222BR-PT
4844085;Base inferior do novo liqmax BR
4844086;Base inferior do novo liqmax PT
4844087;Base completa LiqMax Novo 127V BR -LQ3211BR
4844088;Base completa LiqMax Novo 220V BR -LQ3222BR
4844089;Base completa LiqMax Novo 127V PT -LQ3211PT
4844090;Base completa LiqMax Novo 220V PT -LQ3222PT
4844091;Manual p/ Liquidificador Liq.Max LQ3211/22BR/PT
51522203;"Luva de União Galvanizada de 3"""
51522204;Cabo VTP 4P 24 AWG CAT5-E Azul
0203062;Anilha AL para cordoalha
1103554;*Painel Inclinado Lavadoras 12kg/14kg/16Kg  BR
51522585;Estator Bosch F000607063 220 Volts
1103559R;Tampa transp. Aleluia 4.0
51522618;Chapa Preta # 14
51522619;Talha Eletrica CORRENTE ABUS  GM4 1000.6-2
51522620;Botão com Acionador Bosch Interr 1351/1361
9990026;Serviço Recup. Cilindro Ext Ø 330 x Int.Ø 135 x 3543 mm
4806388;Tela Filtrante Coifa Cristal 60cm /Esmeralda
4806391;Fechamento monobloco coifa Cristal 60cm/Esmeralda
51522666;Resistencia Cerâmica  Ø 330 x 155 mm - 4.000 Watt
9990036;Serviços de Monitoração Trimestral da Copasa
5352046;Cartucho HP CH563HB Preto
5352047;Cartucho HP CH563HB Color
51522162;Resistencia RHK 8,5 LB 1050 230 V. 2800 W.
51526163;Resistencia D BH 32026 Base-heater gold
51522163;"Conector Box Reto Giratório 1.1/2"""
51522281;Arruela de Borracha conforme amostra para hidrante
5050195;Mascara p/ soldador CA.40995 SOFT
5050196;Capa de Chuva tam.EXG | 28449
51522403;Jogo de Contato Principal LC1 F115 Telemecanique
51522404;Jogo de Contato Principal LC1 F185 Telemecanique
51522416;010
51522417;Cabo Flexível Verde 0,6 / 1,0 KV 16 mm
51522418;Terminal Compressão 35 mm
51522419;"Conector Box Reto Fixo 1.1/2"""
51522420;"Conector Box Curvo 90º Giratório 1.1/2"""
51522421;"Conector Box Curvo 90º Fixo 1.1/2"""
51522422;ARRUELA DE PRESSAO M8
51522493;Ponta Montada B93 - 05 x 05 mm
51522314;Emenda P/ Mangueira 1/2xxx 122HBL-8
51522315;União T X M-NPT 3/4x 1/2xx 12-8 FTX-S
51522316;Joelho Macho Aço 38,00x 1.1/2xx JMA 38 x 1.1/2 NPT
51522317;União Macho Aço 12,00x 1/2xx GE12SR1/2EDCF
5050197;Sapato Feminino
5050198;Sapato Feminino MARLUVAS 20F19
51522350;"Ferro Chato 32 - 2"" x 1/8"""
51522385;"Escova de Aço p/ Suissa Modelo Copo 6"""
51522386;"Escova de Aço p/ Suissa Modelo Copo 4"""
51522387;Eixo Encoder 2500/3400 G. Código R44978
51522405;Fabricação Roldana
51522406;Fabricação Guia de Celeron
51522407;Fabricação de Cilindro
51522408;Fabricação de Espaçador Aço
51522409;Fabricação de Valvula distribuição Hidraulica
515129;Mangueira Teste SMA3-6000CF M16 x 2
1103534;Cuba BR ALELUIA c/ Sifão BR
5152141;Terminal Prensado ASA PAS 32 x 16
515142;Mangueira SAE 100R2 AT 381-8i 1/2xxx
4840247;Caixa p/ maquina de fazer pão
1103535;Knob Aleluia 4.0 tampografado Azul
4840248;Manual p/ maquina de fazer pão
51522207;Chave Margirius CS 301-B  10 Amp. 250 Volts
51522208;Mangueira SAE 100R2 AT HI 381-8
51522209;Gaxeta B Molythane 25001500-375 B
51522210;Anel Oring 2-266 N0674-70
4844092;Caixa p/ Liq.Max BR 127V LQ3211BR
4844093;Caixa p/ Liq.Max BR 220V LQ3222BR
4844094;Caixa p/ Liq.Max PT 127V LQ3211PT
4844095;Caixa p/ Liq.Max PT 220V LQ3222PT
4844096;Caixa master p/ Liq.Max LQ3211/22 BR/PT
4844097;Protetor do motor LiqClean e LiqMax
51522514;Porta Aluminio em Lambri
51522515;Presostato XMLB010A2S11
51522616;"Chave de Fluxo 1"" Tipo CFO-92 220V. 10 A."
9990037;Serviços de Instalação de Aparelho de Ar Condicionado
9990038;Serviços de Reforma Propulsora Graxa
51526266;Rolamento 3310 ZZ C3
51526265;Rolamento 6200 ZZ
51526259;Anel Oring  Nitrilíca 235,00x 7,00xx
51522669;Adaptador P/ Plugue 4,0mm  10 Amp. Padão Bras.
51522668;Adaptador P/ Plugue 4,0mm  10 Amp. Padão Bras.
51522670;Sensor Ind. DW-AD-623-C5 Retangular 05 x 05 x 25mm
51522671;Fechadura Auxiliar STAN 1004
51522673;Chave Fixa GEDORE 6-10 x 11 Cód. 004.504
51522674;Jogo de Saca Pino Paralelo Gedore Cód. 004.504
51522675;Cabeça E227D-48 GEDORE Cód. 033658
51522676;Conjunto de Mola E227A-48 GEDORE Cód. 033508
51522494;Ponta Montada B111 - 12 x 18 mm
1104137;Base do monobloco soldada
51522495;Ponta Montada C164-6 x 20 mm
51522496;Ponta Montada C146 3 x 13 mm
51522497;Ponta Montada B46
51522498;Ponta Montada C178 10 x 25 mm
51522499;Pedra Indiana para Acabamento
1403073;Polipropileno Cinza 20% Pó de Vidro
1403074;Polipropileno Azul 20% Pó de Vidro.
1124030;Base montada Ferro Cerâmica 127V - FR4521BR
1124031;Base montada Ferro Cerâmica 220V - FR4522BR
4824268;Conjunto anti partículas minerais
4824269;Reservatório de água
4824270;Pino do termostato
4824271;Carcaça traseira
4824272;Conector
4824273;Corpo do pistão
5152130;Rodape Vista Betula Casablanca 2,40 M
51522351;Manometro DN 100 VT 1//2 - 4x 1/2xx 1/2
51522352;União Reta T x T Easylok FUE10 10,00xxx
51522353;Mangueira SAE 100R2 AT HI 1/4xxx
51522354;Anel Oring 9-052 N1470 45,00x 3,00x AN
51522355;Anel Oring  6-029 N0674-70 13,00x 2,00x ANx
51522356;Anel Oring 2-004 N0674-70 1,78x 1,78x ANx
51522414;Valvula Proporcional Direcional TN 25 (Fechamento)
51522423;Retentor TLV 41-28--60-33-9,5
51522424;Retentor TLV 41-28-53-85-6,4
51522428;Exaustor Industrial Axial Trifásico EA40T4
51522434;Junção PVC Esgoto 100 x 100 mm
51522452;Anel Oring  2-016 N3341-70B
51522502;"Conector Box Reto 2"""
51522501;"Sealtubo Flexível Preto 1.1/2"""
91103366;Serviço de Injeção do Batedor em helice Verde
51522282;"Chave Combinada 9/16"""
51522357;Fresa de Topo MD 4 CTS Reta DIM 844N
51522359;Conector Elétrico STEK S-9154 P/ Solenoide 3P + T.
51522360;Carcaça Base Baixa 04 Rebites Saída Superior STEK
51522361;Conector Elétrico STEK S-9100 P/ Solenoide 3P + T.
51522362;Mini Disjuntor Siemens Tripolar 40 A.
51522363;TOMADA MIOLO 24 PINOS FEMEA, HDC HE 24 FS 600V AWG 20 TO 14
51522364;TOMADA CONECTOR RJ45 PARA CONDULETE ?1595705
51522435;"Correia em ""V"" A 27 Goodyear"
51522436;"Correia em ""V"" A 32 Goodyear"
51522437;"Correia em ""V"" A 35 Goodyear"
51522438;"Correia em ""V"" A 55 Goodyear"
51522510;Anel Oring  2-130 N0674-70 40,94x 2,62x AN
51522509;Anel Oring 2-221 N0552-90
51522221;Anel Eolastic Buna ED48X2X 1.1/2xxx
51522223;Anel Eolastic Buna ED33X2X 1xxx
51522224;Anel Eolastic Buna ED14X1,5/R/1/4xxx
51522225;Anel Eolastic Viton ED26X1,5X 27,00x 2,00xx
51522226;Anel Oring  3-902 N0552-90
51522227;Anel Oring  3-904 N0552-90
51522228;Anel Oring  2-132 N0552-90
51522229;Anel Oring  6-550 N0552-90
51522230;Anel Oring  6-061 N0552-90 P/ Flange PCL 24xxx
51522231;Anel Oring  6-091 N0552-90
51522232;Anel Oring  6-047 N0552-90
51522233;Anel Oring  2-140 N0674-70 56,82x 2,62x Anx
51522234;Anel Oring  2-131 N0674-70 42,52x 2,62x Anx
51522235;Anel Oring  2-139 N0552-90
51522236;Anel Oring  2-123 N0552-90
51522237;Anel Oring  2-120 N0552-90
51522238;Anel Oring  2-017 N0552-90
0104061;Lateral Dir/Esq modulo interno FE46L
0104062;Fundo modulo interno FE46L
0104063;Proteção esmaltada resistência FE46L
0104064;Moldura frontal preta FE46L
0104065;Suporte direito da dobradiça
0104066;Suporte esquerdo da dobradiça
0104067;Base do monobloco FE46L
0104068;Monobloco do forno FE46L
51522296;Anel Oring 2-253 N0552-90
0104070;Apoio do modulo interno
0904004;Isolamento termico 1050 x 400 x 25mm  FE46L
0904005;Gaxeta p/ FE46L.
1104055;Porta completa FE46L
1804006;Painel de vidro FE46L
1804007;Vidro da porta do forno FE46L
1604007;Grelha
1604011;Grelha cromada Ø3.18 FE46L.
1604012;Suporte da Grelha cromada FE46L.
51522479;Construção de Anel de Bloqueio Ø 135 x 105 mm Aço VC52
51522480;Eixo Valvula N/ Retenção Diâmetro 135 mm
51522481;Pino Guia Valvula N/ Retenção Diâmetro 135 mm
4826161;Resistência Grill Max Press 220V
4826162;Termostato 220V
51522516;Parafuso Allen Cabeça M 18 x 80 mm
4824274;Lente da lâmpada
4824275;Fixação dos pistões
4824276;Anel do knob
4824277;Knob
4824278;Cabeação completa
4824279;Prensa cabos
4824280;Carcaça superior
4824281;Acabamento da carcaça superior
4824282;Lente da Lâmpada menor
4824283;Botão de spray e jato d¿água
4824284;Espaçador de cerâmica
51522194;Gripper com Gerador de Vácuo Integrado
51522193;"Condulete Tripulo com Rosca 3/4"" Tipo CT (15)"
51522195;"Conector sem Vedação 3/4"" Aluminio Ref. CS201/15"
51522196;"Luva sem Vedação 3/4"" Aluminio Ref. LS201/15"
51522511;Anel Oring 2-232 N0552-90 P/ Flange PCL 40xxx
51522512;Anel Oring 2-228 N0552-90 P/ Flange PCL 32xxx
51522513;Anel Oring 6-587 N0674-70 43,78 x 3,61 An
51522533;Bucha de Injeção GMB0052
51522534;Bucha de Injeção GMB0051
51522535;Capacitor Eletrolitico Radial 2.200 mF 40 Volts
51522536;Capacitor Eletrolitico Radial 220 mF 40 Volts
51522537;Capacitor Eletrolitico Radial 10 mF 40 Volts
51522538;Transistor TIP 41C
51522539;Transistor 2N 3055
51522540;Diodo Zener IN 4750
51522541;Diodo Retificador IN4007
51522239;Gaxeta/Raspador EU 1222 P5008 12,00x 22,00x 11,00x
51522240;União Femea 103-B 3/4xxx
51522427;Motor KOHLBACH Mod. 4856 Cód. 401218041082
51522506;Reservatório de Solvente (Oscar Flues)
51522507;Tubo do Diluente (01 Metro) Oscar Flues
51522508;Suporte do Reservatório (Oscar Flues)
KIT3401BR;Kit Lav Suggar Aleluia 4.0 127V
KIT3402BR;Kit Lav Suggar Aleluia 4.0 220V
51522571;RESISTENCIA TUBULAR 8.5 X 1100 230V 2900W
51522608;Protetor Sprinkler (Sistema de Incêndio)
51522677;Porca E227B-48 GEDORE Cód. 033558
51522678;Castanha C/ Pino E227C-48 GEDORE Cód. 033608
51522685;Conjunto Rotativo Vickers MOD. 25VQ 14 GPM
51522689;Valvula Controle de Fluxo NPTF-ACO 3/4xxx 3/4FF-S
0504024;Timer 120 min.c/campainha
0204018;Parafuso aa/cab.pan/ph 4,2 x 6,5  Galv. preto
0204019;*Rebite  4 x 4  aluminio
0204020;Rebite ABA abaulada 3,2 x 5,5  aluminio - Preto
2204001;Puxador p/ FE46L
0104074;Acabamento inox do painel de vidro
0104072;Moldura frontal inox FE46L
0104073;Dobradiça da porta FE46L
1104131;Forno Eletrico 127V BR AL 46L.
1104132;Forno Eletrico 220V BR AL 46L.
1104133;Embalagem FE 46L.
1504011;Caixa Forno Elet. Embutir 46L
1904007;Manual Instr.Forno Eletrico 46L Embutir
0101170;Blank duto fixo inox esc.c/pel.AISI439-0,6x750x125
0101171;Blank monob.60 inox esc.c/pel.AISI 439-0,6x750x300
0101172;Blank monob.90 inox esc.c/pel.AISI 439-0,6x800x130
0504028;- não usar
51522001;Chave Combinada 32 mm
4844120;Caixa p/ LiqClean 220V LQ5522PT
4844121;Caixa master p/ LiqClean LQ5511/22PT
51522306;Conexão reta rabicho 8X1/4 NPT
4826129;Braço direito
4826130;Anel de silicone
4824285;Borracha de vedação de vapor
4824286;Borracha de vedação do jato de água
4824287;Placa do reservatório de água
4824288;Borracha de vedação da placa do reservatório de ág
4824289;Pino de vapor 1
4824290;Anel de vedação do reservatório
4824291;Conector da bomba de água
4824293;Bocal
4824292;Borracha de vedação do pino de vapor
4824294;Pistão
4824295;Pino de vapor 2
4824296;Carcaça frontal
4840246;Caixa p/ Batedeira Batmax  PT
4804264;Caixa p/ Forno 9 Litros PT
4804265;Caixa p/ forno 23 Litros IX
4804266;Caixa p/ forno 42 Litros IX
4825046;Caixa  p/ Sanduicheiras SD2021-22PT
4825047;Caixa  p/ Sanduicheiras SD2021-22PR
4844073;Caixa p/ Liquidificador Liq.Max PT 127V
4844074;Caixa p/ Liquidificador Liq.Max PT 220V
0104081;Blank Galvalume 0,48 x 1800 x 900mm
0104082;Blank Galvalume 0,48 x 1310 x 1100mm
90104079;Serviço de corte Blank QCV 0,50 x 1200 x 2000mm 
90104080;Serviço de corte Blank QCV 0,50 x 1200 x 2200mm 
0104083;Lateral Dir/Esq modulo interno FE46L
0104084;Fundo modulo interno FE46L
0104085;Proteção esmaltada resistência FE46L
0104086;Moldura frontal preta FE46L
0104087;Base do monobloco FE46L
0104088;Monobloco do forno FE46L
51522429;Micro Ventilador Ventisilva Tipo M 7 230 Volts
51522430;"Luva de Correr 2"" Tubo Rosca PVC"
51522617;Guia do Mecanismo Araste Ref. 14505899 Pos. Nº23
4806389;Vidro p/ coifa Cristal 60cm
4806390;Monobloco p/ coifa Cristal 60cm
51522665;"Barra Redonda Inox 1/2"""
4870054;Placa de logomarca
4870055;Grade  frontal VE4011/22PT
4870056;Trava da hélice VE4011/22PT
4870057;Hélice VE4011/22PT
4870058;Porca da grade traseira
4870059;Grade traseira
4870060;Tampa frontal  do motor
4870061;Trava do eixo
4870062;Parafuso
4870063;Motor 127V- VE4011PT
51522002;Engrenagem-Pinhão Makita
51522003;Engrenagem Makita/Bosch
51522004;Pino Makita 99600
51522005;Anel Oring Bosch
51522006;Botão Makita 4177716
51522007;Kit Material P/ Manutenção Makita
51522008;Caixa Engrenagem Bosch
51522009;Escova de Carvão
51522052;"Chave Ajustavel / Inglesa 12"""
51522051;Isqueiro para Maçarico
51522050;Mangueira Montada MMC/R12-1+FGDKO-42-TB30
51522064;Ponta DC12T C/ Extra INCOE - 039763
51522164;Resistencia Linear Hotflex 8,5 x 800 mm 1190 Watts
51522165;Resistencia P/ Bucha RHP 06049
51522166;Anel Oring 2-245 N0552-90
51522167;Anel Oring 2-017 N0674-70 17,17x 1,78x ANx
51522169;Resistencia Tubular  230V. 8,5 x 1000mm
51522168;Termopar D-BTC 1-47 1,0 M Codigo 039741
PV8211BR;Passad a Vapor Jetmax Suggar 127V
PV8222BR;Passad a Vapor Jetmax Suggar 220V
PV8211CXBR;Passad a Vaporjet Suggar 127V CX C/6
PV8222CXBR;Passad a Vaporjet Suggar 220V CX C/6
5152143;Concreto FCK 30 MPA
5152187;Moto-Bomba Modelo EHF65-25M C/ 15 CV 1750 RPM
5050185;Joelheira ergonomicas Mazota
5050191;Oculos Seg. com Grau Mega Safyte CA.43008
51522157;Terminal Compressão 4,0 mm
51522156;Cabo Anti Chama Silicone 200ºC Fibra de Vidro 6,0m
